monthly_income_after_tax_and_401k,rent,groceries,entertainment,utilities,healthcare,other,savings
3902,1494,386,135,137,183,240,241
3774,1723,386,206,24,289,140,693
3605,1499,277,171,136,404,242,421
3996,1443,427,279,186,421,246,0
3892,936,391,188,133,154,158,750
3814,1188,459,185,125,0,155,252
3636,1218,411,130,188,322,113,552
4160,1577,306,221,155,297,58,734
4827,1154,460,141,154,140,203,529
4070,1283,393,222,117,156,0,491
4498,1468,211,229,120,193,251,969
3305,1145,321,163,143,0,180,0
4079,1356,462,248,3,254,164,97
1919,1330,393,186,236,419,261,0
3262,1475,350,126,168,233,157,286
3630,1432,437,277,163,408,328,1116
4596,1425,291,154,111,303,185,174
4475,1340,379,225,171,282,188,723
4122,965,445,221,124,133,166,593
3234,1328,378,219,187,417,247,156
3902,1311,468,219,30,312,192,319
4151,2240,379,327,152,140,180,0
4088,1215,300,285,169,338,374,788
3078,1308,436,137,159,530,166,916
4662,1834,394,224,54,306,231,100
3968,1157,386,133,98,324,187,659
4268,1069,387,151,126,422,254,1111
2902,1377,401,233,162,187,305,706
3919,1502,433,100,202,357,157,862
2680,1175,397,217,141,433,95,806
4425,1746,332,133,113,552,192,49
4346,1466,274,157,170,405,159,340
4291,1485,425,0,46,336,155,593
3600,1346,604,212,150,328,169,789
3046,1383,639,398,132,455,216,737
3803,1406,537,217,221,596,98,578
4501,1442,456,223,201,380,252,899
4697,1086,470,208,161,519,77,884
4355,1683,429,234,125,16,155,0
4215,1355,363,223,132,99,159,344
4190,1446,393,64,154,214,200,0
3722,1148,462,245,161,329,187,420
3935,1263,325,240,0,216,198,559
4835,1860,380,182,76,265,374,757
3529,1563,383,101,156,270,164,354
4807,1120,357,212,187,356,85,880
3839,1155,444,328,222,205,159,576
4663,1044,419,178,163,242,226,344
3297,1321,364,75,196,441,173,43
4293,1285,430,254,187,252,241,313
3632,1585,392,320,211,373,324,644
3292,296,355,207,182,301,201,463
4109,1347,364,217,178,298,197,696
4505,1124,422,5,96,374,163,762
5167,957,447,10,193,114,243,1380
3250,2061,376,193,133,344,277,264
3954,1434,427,259,162,355,262,896
5232,1410,479,241,225,385,272,1724
4274,1037,337,296,116,262,247,2
4475,1317,418,125,141,300,234,812
5146,1419,442,134,52,55,238,498
4928,1490,395,255,93,233,234,330
4112,1947,580,272,210,318,206,1501
3827,1493,389,202,113,64,62,784
4969,1513,417,0,163,485,211,561
3869,1976,388,163,168,266,295,974
3832,1400,449,217,192,387,204,917
4480,1500,442,155,135,285,206,699
4231,1378,274,209,22,360,256,690
3410,1540,400,424,179,361,219,465
6033,1475,380,124,185,483,232,802
4336,1174,420,240,161,262,207,288
4764,1039,390,197,151,209,204,451
4444,1304,547,175,149,307,412,652
4380,1714,357,238,117,288,115,496
4030,1317,437,375,83,561,211,309
4194,1299,483,203,200,401,112,1361
4625,921,358,122,150,70,116,896
2233,937,330,164,175,10,88,267
3825,842,401,238,139,286,227,995
3614,1202,399,145,139,485,138,410
4190,1606,459,356,136,308,167,409
4615,1479,339,221,144,382,242,226
3702,1385,373,224,184,339,182,488
2805,939,133,228,154,251,172,627
3794,1536,469,231,200,469,258,810
4457,2227,413,0,116,319,221,836
4269,1302,274,127,145,229,179,730
4214,1714,334,156,148,302,216,471
3860,1197,338,236,172,443,142,1209
3360,974,421,140,129,152,168,1343
4258,1188,345,148,89,327,274,601
4738,1632,264,148,169,307,133,720
5092,1516,502,108,198,0,165,0
4285,1145,383,143,135,125,180,654
3710,1184,352,250,0,326,168,284
5654,1727,419,164,179,388,218,1548
3954,1096,339,113,183,414,207,1131
3880,1157,486,174,80,294,227,90
4558,1214,470,226,167,244,41,470
4093,1028,392,108,159,158,227,683
3634,1192,355,248,134,236,268,1085
4945,1196,379,128,197,301,248,1329
5062,1120,385,77,137,204,189,1405
4384,1566,419,180,201,358,272,585
3696,1067,452,172,178,501,170,1041
4182,1272,348,323,172,124,178,0
4156,1125,451,239,165,242,204,854
3055,1258,431,198,172,318,241,474
5008,1115,375,170,132,0,215,1572
4645,1315,529,336,114,211,192,430
3801,1364,406,56,201,237,193,865
3449,1580,347,167,133,250,257,1231
4174,1182,451,202,144,330,197,588
4043,1624,344,162,110,364,236,782
4178,1139,427,157,169,253,88,611
4096,1252,396,240,118,196,107,355
4253,1653,372,222,162,314,264,434
2746,1881,395,239,140,352,80,553
4284,1021,454,232,157,461,108,420
3475,1255,340,156,201,415,200,586
4681,1403,379,250,116,174,244,344
4820,1437,362,185,135,286,91,1225
5576,1369,398,246,127,138,198,1242
3438,1098,366,194,165,215,239,135
4121,1347,312,216,162,265,173,439
2959,1199,347,217,144,54,186,257
4277,1106,482,241,185,25,240,542
4731,1238,412,118,227,300,209,1075
4962,1363,411,121,132,235,195,408
3613,1500,386,234,190,155,159,329
3155,1249,397,218,241,269,165,378
3764,1284,379,161,231,291,215,725
3012,1461,426,218,147,153,184,0
4376,1314,405,130,157,305,152,819
2967,1376,341,363,186,339,141,0
4014,1316,413,148,177,0,88,596
1087,545,277,231,169,340,165,97
3840,1084,421,204,121,328,199,0
4822,1324,330,169,149,270,262,1179
4180,1586,395,134,146,258,243,432
3568,1334,340,368,167,267,181,94
3984,1133,400,157,144,0,175,720
4009,1595,429,160,193,334,169,1017
4236,1444,475,129,169,215,119,116
3317,1454,323,212,82,222,135,825
4296,1448,449,181,121,350,178,0
2648,1075,407,227,128,52,190,0
3685,1430,377,31,134,306,281,430
3756,1577,438,211,150,129,142,531
4317,1204,388,333,87,248,175,1089
4011,914,436,362,127,468,151,404
3297,1373,206,137,101,122,404,479
3508,1307,368,223,193,97,238,307
4099,990,447,197,136,326,191,1490
3960,1421,474,133,148,247,258,424
3710,1406,398,129,180,280,220,337
3760,1007,261,223,185,423,209,447
4348,1678,390,235,123,72,203,546
3741,1450,402,148,158,442,122,0
5263,922,388,249,192,327,222,298
5085,1464,417,214,151,401,246,98
3288,1458,376,260,183,125,228,251
3074,1583,442,254,155,277,205,960
4392,1175,342,192,183,67,218,0
3661,1467,462,282,190,420,228,65
3841,1253,478,144,319,202,243,778
3609,1189,237,320,164,200,225,238
3870,1127,354,156,138,393,269,955
2861,919,421,198,158,344,175,757
4401,1408,341,172,160,698,344,0
4431,1245,375,181,150,225,240,76
3292,754,455,346,284,326,227,1105
3424,1315,437,177,167,222,120,669
2580,1532,499,243,159,124,258,23
3595,1039,409,188,216,264,132,213
4478,1157,565,247,126,464,221,988
4258,1388,403,173,161,397,173,599
3889,788,392,213,150,346,235,673
3989,653,393,231,95,324,173,356
3656,1369,399,0,131,264,246,381
4102,1188,227,338,108,374,260,1062
4383,1040,234,234,175,357,166,1007
3192,1050,210,189,112,292,140,0
4150,978,364,165,109,320,219,429
4466,1173,394,205,144,139,263,1075
3792,1511,287,139,140,252,275,0
4350,1772,438,289,138,181,286,0
5407,1307,297,222,117,179,152,1728
3948,1454,433,196,78,347,183,588
4197,1112,335,252,145,174,164,565
3631,882,380,164,179,377,192,811
4091,1670,426,0,120,403,210,0
4230,395,510,193,131,294,245,708
4097,1444,406,206,124,239,230,1035
3490,1332,301,227,149,403,262,374
4103,1499,448,126,130,355,182,1285
4731,1491,388,177,182,420,272,1537
4224,1356,403,46,82,192,361,1200
5798,1378,428,141,201,274,219,1072
3881,1543,289,355,141,278,278,539
4375,1218,400,248,127,586,106,450
4140,1611,380,143,205,362,203,592
3525,1158,461,184,147,314,113,886
4159,1315,579,201,141,434,129,71
3504,1426,319,254,131,263,203,601
3684,974,463,103,142,195,0,836
4095,1576,422,208,165,233,222,273
4149,1395,323,187,166,221,204,599
3405,1960,403,128,114,254,164,792
4527,1278,452,205,115,273,122,918
4286,1298,339,304,181,277,152,433
3648,1657,469,265,134,323,208,205
3231,1469,324,209,148,254,158,111
3928,1346,211,106,154,405,161,562
3777,968,353,335,194,106,146,737
4057,1015,469,182,190,77,205,575
3818,1301,375,207,160,400,239,269
2996,1201,342,208,130,392,221,606
3806,1345,422,251,219,424,261,523
3847,881,433,248,171,364,215,226
4317,1919,433,226,191,300,275,150
5305,1670,386,150,143,274,197,636
4839,1485,413,152,115,140,106,536
3044,1117,367,156,78,315,316,343
4656,1072,484,212,151,156,182,1426
3888,1376,457,99,285,547,184,739
4430,1137,454,200,147,197,165,766
4040,1172,440,270,137,292,424,391
4570,1499,426,233,296,451,255,890
3806,1432,338,182,137,263,0,387
3451,1226,432,165,142,264,237,1172
4710,975,406,240,104,41,174,1421
3943,1153,463,401,184,169,115,80
4111,1688,440,188,145,356,134,238
4617,1493,428,171,115,467,174,1431
2404,956,316,204,185,211,170,305
4298,1351,396,185,69,320,152,819
3705,1230,372,239,109,571,134,397
3934,1481,413,67,98,357,294,0
4036,1556,379,132,114,398,203,133
3250,1204,386,139,172,223,229,595
3611,1157,423,267,182,455,249,524
4676,996,378,208,100,553,173,558
4443,1152,406,143,142,213,188,648
3969,1434,324,249,134,448,208,116
4122,1181,358,217,183,236,145,59
3853,1486,433,416,123,300,146,0
4678,1693,338,188,158,463,305,743
3900,1942,462,255,109,522,327,966
4116,1297,449,128,89,276,122,988
4573,1410,387,270,153,239,227,1181
3611,1185,550,247,154,267,226,0
4779,1171,462,280,147,304,213,495
3235,1176,353,256,100,434,156,640
4815,1071,437,195,176,464,150,737
3814,1480,403,141,148,316,417,423
3879,1201,361,170,258,227,289,906
3055,1522,347,6,146,368,197,1019
3773,1406,450,154,187,301,316,0
3480,1295,370,221,222,71,189,1041
3696,1462,395,198,183,197,175,418
3931,1111,354,189,80,138,160,637
5721,1144,213,160,149,298,10,752
4104,1443,394,304,192,193,241,137
4154,861,419,209,40,0,243,691
3452,1303,271,219,122,745,211,692
3560,2128,401,150,140,293,219,316
4899,1562,363,173,112,411,212,0
3632,1603,470,277,172,28,0,598
4828,1274,547,258,164,358,264,1300
3878,1454,230,126,132,505,132,541
4001,1139,314,196,189,415,220,372
4535,1211,406,273,94,331,217,1056
4636,1574,390,189,182,274,298,587
3945,1292,499,187,134,331,139,434
3806,1332,483,255,203,228,189,503
3972,447,443,249,175,271,154,437
4169,747,371,247,140,294,266,572
4446,1451,434,187,121,247,160,809
4002,1445,413,233,188,456,177,1072
4309,1058,412,275,248,258,134,0
3046,1500,200,198,152,508,148,311
4191,1865,453,180,182,307,179,1205
4156,1295,405,262,128,277,251,459
3241,976,395,302,161,250,278,845
2685,1264,370,306,139,591,168,453
4194,1099,360,181,195,672,258,1210
3953,1210,416,186,146,46,207,708
5271,1312,313,149,128,300,184,1412
4122,1465,439,385,114,101,247,748
5898,1459,347,146,136,398,176,1543
4564,833,297,174,143,400,130,1483
4043,1436,491,412,144,304,99,882
3627,1341,509,219,163,321,215,888
4495,1188,364,109,140,157,215,401
2463,1124,457,104,125,245,210,369
4263,1868,493,146,137,239,155,88
3761,1346,323,152,143,255,241,756
3675,1866,352,138,133,387,236,856
4042,1261,356,167,102,428,255,146
4006,795,447,155,104,361,192,1306
4240,1201,482,156,0,268,70,474
3866,1063,346,77,155,225,75,958
4952,1246,619,206,164,309,140,601
2335,1312,365,212,125,330,215,295
2418,1448,538,312,165,278,187,0
3851,1427,336,224,138,234,164,581
3877,1362,394,175,146,362,183,163
4493,1777,394,140,111,371,0,1024
3644,1191,384,195,187,0,198,265
3229,896,419,222,198,262,195,285
3920,1328,350,175,160,378,215,584
3758,1360,157,203,127,399,171,898
3517,1290,235,295,153,306,86,581
3912,1329,467,181,127,337,169,438
4246,1059,399,106,110,325,171,868
3995,1241,425,244,238,395,269,738
4153,1170,438,216,120,189,225,443
4907,1433,253,115,124,327,220,0
3829,1308,352,221,83,211,278,1095
4139,1172,361,150,182,409,245,373
3745,1268,534,222,195,194,299,842
3577,1092,496,295,172,341,186,730
3708,1234,425,191,174,212,116,60
3761,1417,423,254,110,375,191,366
4180,1034,418,139,142,344,149,0
5175,1288,334,124,172,324,167,41
3642,1150,497,301,121,496,56,467
3792,1034,424,215,138,230,245,746
3968,1673,436,232,101,393,265,1130
4198,1551,312,86,201,417,335,596
6092,1180,439,174,145,393,191,194
4642,1242,498,241,165,232,180,726
4116,896,334,234,100,277,322,595
2807,982,352,135,100,239,193,398
3752,1074,337,276,187,270,169,635
4549,1293,179,265,182,0,193,1638
5103,1277,403,136,131,264,233,1057
2496,1366,381,210,196,447,282,3
4286,1436,235,188,155,268,99,688
4122,1356,484,271,184,311,178,0
1607,1084,394,129,211,227,190,325
3507,1365,288,380,159,299,194,533
3515,1427,388,191,140,383,326,82
4055,1215,460,237,200,349,187,494
3687,931,396,269,145,442,299,525
4247,1537,373,190,147,179,168,1421
2573,1318,423,194,102,224,130,0
3572,745,308,175,146,259,232,582
3437,1029,405,156,322,452,190,580
3872,1204,415,214,191,330,131,459
3731,1788,454,193,145,158,243,440
4399,1375,491,175,147,409,263,218
3070,842,445,177,113,311,220,578
4023,1337,422,229,160,389,216,423
4279,1158,434,160,160,458,318,392
4928,1312,392,188,166,202,234,1144
3759,1702,327,84,102,165,63,841
4162,1120,402,212,185,53,142,1120
3098,1407,418,148,143,259,179,299
2804,1156,340,199,293,315,204,883
4422,1266,616,222,156,181,195,221
3997,1695,450,249,193,298,218,386
4589,1405,331,162,169,276,212,0
3313,1449,468,172,125,591,210,50
4260,1314,385,165,78,235,169,1185
3724,1839,361,168,181,414,277,213
4210,1562,454,220,156,282,280,803
5763,542,258,411,142,202,182,0
4004,1637,495,253,178,345,365,549
3215,1224,357,195,185,377,113,0
4678,748,313,130,111,300,173,325
3695,1643,386,233,154,177,226,741
4252,1385,439,208,144,45,222,1016
3218,1746,354,306,139,210,151,644
3410,1327,333,136,129,405,326,1161
4718,1158,411,16,167,64,168,575
3826,829,327,140,171,220,160,699
4727,1360,415,224,152,276,361,739
3961,853,383,179,106,370,8,1042
3079,868,425,174,147,286,159,587
4446,1592,331,123,113,394,166,714
3705,1297,465,251,194,290,128,1231
4349,1338,391,187,137,348,212,296
4013,1483,559,204,256,268,144,907
3228,1434,448,163,32,222,215,496
4082,1532,342,117,122,417,148,0
5098,1296,444,173,122,150,254,721
4246,1316,329,181,104,638,236,998
3971,1535,331,215,166,291,232,581
3465,1252,498,182,89,386,196,112
4105,1761,456,164,157,212,379,616
4105,1367,504,125,168,313,393,0
3454,1337,381,202,146,161,175,804
4117,1855,405,160,156,344,0,106
4518,1043,564,108,149,482,224,1002
3582,1394,201,208,148,104,154,604
4712,1130,363,228,117,227,225,0
3954,1323,183,188,190,384,196,494
3556,1375,411,210,141,594,200,416
4499,1494,347,155,136,359,242,282
3857,1724,345,141,133,227,251,874
2543,1347,290,201,138,285,184,0
3854,1215,395,229,139,177,205,118
3970,1632,447,103,156,381,257,521
4247,1510,379,366,99,405,443,1377
4145,1334,371,292,124,441,231,1085
3002,1347,421,224,195,267,309,300
3439,1305,359,277,193,219,143,274
4465,1332,367,168,142,216,163,1267
3934,1280,369,177,225,438,89,951
3738,572,390,248,171,201,158,490
3321,1302,489,231,314,262,144,798
3460,1651,331,2,153,379,246,901
2989,1137,465,13,142,553,402,278
3949,1246,597,258,179,303,296,712
3701,1122,478,147,184,153,225,0
3517,1531,557,121,142,188,117,713
3966,1466,472,270,163,291,131,682
4182,1676,446,177,62,230,187,462
5047,457,334,183,130,185,181,209
3244,1473,216,213,193,535,214,124
4580,1032,418,335,134,212,130,1326
4487,1466,315,71,148,303,183,1200
3610,1172,431,305,146,399,256,1488
4102,1439,454,224,117,270,208,120
3771,1389,458,312,147,257,204,637
4093,1193,574,168,144,407,249,397
4755,1124,406,192,123,373,169,132
4303,1415,363,194,146,380,131,819
4254,1161,305,249,115,48,144,1350
3785,1522,462,220,149,255,250,624
3258,1134,467,246,148,243,176,695
3896,1370,382,175,209,217,163,1182
4603,1222,433,222,126,405,182,508
3236,1301,380,32,106,246,169,243
3472,1160,414,233,190,161,289,987
4063,1264,438,139,224,325,214,430
3508,788,428,184,49,566,149,1121
3604,1137,467,237,157,208,0,655
3788,1182,426,123,168,402,168,643
3317,1286,246,254,251,353,182,722
3513,1559,362,194,29,353,94,335
4352,1160,376,273,122,348,220,479
3346,1583,441,155,156,409,163,192
3201,1128,325,109,73,284,352,183
3685,1078,455,199,94,176,281,217
4366,923,386,229,216,279,262,844
3902,1421,359,234,124,134,177,555
2593,1317,345,143,159,194,210,386
4022,2184,434,119,219,462,242,226
3127,1326,399,184,148,190,279,890
4247,1298,479,226,160,183,195,1317
4192,822,337,223,145,367,205,577
3795,1730,371,279,155,386,188,588
4503,1205,395,181,153,133,0,1183
3436,1711,362,108,167,325,180,957
4564,1470,400,260,165,245,233,1057
4077,1373,416,210,85,333,304,1018
3832,1411,424,214,140,270,147,178
3990,661,475,238,116,163,259,305
3946,1248,335,263,175,252,287,1373
4610,1166,417,199,117,363,191,712
3462,1722,368,259,139,494,207,513
3619,1232,422,228,143,339,201,1048
3447,2093,422,167,143,261,286,295
3702,1291,351,188,145,389,147,735
4450,1039,355,231,135,284,194,1528
4850,1188,426,165,121,262,227,460
3799,1463,401,244,214,331,166,45
5741,874,389,49,155,294,117,314
3423,1362,433,219,144,348,155,365
4377,1120,437,133,173,264,135,319
5677,1560,374,218,103,471,218,1072
4237,1379,357,204,166,358,260,653
3677,996,337,196,106,229,214,1210
3169,1217,402,193,161,400,0,458
4252,1391,329,216,124,184,226,796
4823,1239,405,268,171,215,187,772
3841,1329,461,169,230,220,282,848
4471,1296,382,166,155,433,14,329
4096,1473,373,264,105,282,163,458
4974,1388,500,172,130,237,231,1396
4513,1290,475,211,160,316,177,1014
3673,1304,362,170,188,354,203,934
4014,1083,407,116,117,459,122,465
3976,1593,416,210,206,150,176,1203
3209,2684,410,438,169,426,208,299
3530,1234,491,197,150,93,218,337
3720,598,404,126,278,391,177,536
2982,1503,412,205,112,416,265,869
2050,1502,434,162,123,422,150,180
3875,928,459,69,109,357,235,87
3164,1105,447,196,217,193,263,895
4202,1664,427,226,150,375,192,348
2918,1436,322,259,155,193,334,776
4114,1344,376,288,184,206,147,342
3838,1155,268,233,107,254,184,501
4296,1312,413,247,126,263,203,1351
4340,937,441,136,161,324,211,1246
4154,1448,494,281,107,230,223,1254
3588,1497,341,263,177,333,179,393
4138,1346,457,182,161,163,228,765
4598,1108,383,234,158,304,235,931
3702,2008,447,229,184,273,153,823
5049,1457,398,274,121,401,233,794
3737,1151,506,192,159,411,223,1138
4016,1487,407,163,164,283,89,129
2603,1405,513,363,142,412,188,694
4112,1245,421,373,146,0,83,722
3129,1188,416,104,102,412,81,1404
3727,1264,457,50,133,286,29,550
3454,1106,422,65,79,475,167,129
4068,1352,524,214,170,390,224,551
4497,1412,394,201,154,326,196,228
4323,1534,395,135,146,522,187,1218
2814,1359,370,115,158,0,346,331
5021,1378,404,168,159,237,367,702
4148,1246,412,218,140,342,191,633
1863,1125,414,171,2,265,287,126
4079,1214,403,245,165,347,157,329
4088,1586,370,47,120,403,211,56
5232,1427,356,174,70,282,221,0
4099,1381,381,235,189,257,286,564
3696,937,457,181,203,210,235,366
3798,1363,468,184,161,383,168,195
3657,1034,396,26,141,375,378,729
3284,1048,505,159,136,519,273,784
4073,1071,396,218,160,318,385,768
4293,1580,505,224,200,50,152,704
4257,1467,450,211,126,347,297,1410
4410,1345,428,169,127,271,314,486
4162,1111,448,190,162,211,88,1059
3734,1184,477,280,148,309,195,1581
4420,1400,342,129,155,346,165,1141
3321,1440,380,187,146,352,280,196
3550,1327,374,205,143,344,33,223
3518,1071,429,191,159,406,176,172
4540,1217,408,248,171,352,172,939
4471,1776,438,97,182,327,293,290
4244,300,375,269,149,173,349,705
4536,1375,469,293,67,325,202,0
3560,1724,397,125,198,283,182,1203
4174,1245,435,95,132,188,108,529
3937,1667,460,238,174,350,223,829
4423,1162,456,282,133,352,313,452
3942,905,418,277,187,343,233,265
3808,1184,441,130,156,356,172,1047
4270,1148,487,251,138,312,436,646
4438,966,426,290,18,275,162,200
3666,1217,364,201,28,477,193,724
3969,2214,429,127,145,315,250,922
3471,1181,398,241,184,46,245,485
1303,1225,283,253,141,57,223,20
4100,1574,423,193,136,420,224,1213
4304,1150,406,140,203,117,184,1053
4131,1424,458,249,138,16,150,298
3025,959,362,0,115,178,196,347
3825,1107,325,220,109,270,185,577
2891,1257,408,278,128,575,222,812
4685,1542,419,117,150,234,421,920
3457,1117,405,245,151,218,191,953
4628,326,401,190,131,373,238,544
4473,1354,347,191,104,563,206,1160
2240,1387,393,226,123,354,73,569
3434,1093,383,161,110,209,17,719
4175,1196,454,141,60,387,228,0
3578,1517,419,111,81,474,194,777
4051,1064,386,262,64,406,0,697
3759,1368,486,181,141,146,229,1649
3109,1196,387,228,168,353,190,649
2885,1581,428,176,130,0,213,232
4113,1416,392,142,132,305,218,925
3719,1476,482,233,124,263,126,362
3723,1192,404,390,123,374,179,562
4348,822,406,188,127,265,139,1
4587,1460,393,215,202,442,211,1059
3864,1404,410,152,147,300,138,51
3830,1243,460,253,126,278,280,700
5752,1333,442,265,179,357,226,657
3322,929,401,238,149,119,251,445
4112,1652,485,181,182,360,155,816
4276,1179,274,203,165,287,195,110
4340,1233,378,278,154,433,157,1137
3032,428,331,264,159,399,166,344
3619,1435,379,300,161,299,118,1016
3561,1406,421,161,23,382,216,149
4050,1241,430,156,154,274,187,672
4240,833,468,382,277,722,182,611
6087,1158,345,220,162,383,232,1636
3753,1392,378,193,234,661,260,1086
5508,1350,341,181,186,218,138,1463
4575,1291,333,263,157,181,235,1082
4148,1215,369,195,138,624,37,347
4634,984,418,139,162,228,173,722
4144,1493,439,145,181,405,124,1148
3421,1012,353,99,18,149,173,328
3333,1259,360,350,124,432,196,466
3224,1093,311,151,175,305,199,0
4331,1499,411,342,179,215,226,177
4594,1416,363,320,147,255,179,562
4925,1229,483,176,144,280,177,795
4422,1438,420,223,86,348,301,877
3038,1002,391,294,126,177,334,0
3710,1284,368,291,78,204,84,1380
3422,1089,325,185,153,268,161,428
2548,1505,332,2,153,297,205,310
4209,1375,369,124,178,372,216,193
4054,1430,365,278,267,327,283,30
2650,1189,350,171,200,261,159,651
4162,1449,419,156,158,324,172,818
4642,469,426,178,216,317,261,749
4647,1105,377,246,285,0,310,770
4272,1265,497,206,153,312,56,768
4423,1113,313,160,182,85,331,891
4257,1442,403,220,123,393,223,390
3769,1205,389,241,142,355,115,795
4378,529,372,199,146,450,199,625
3303,1058,365,188,144,0,200,61
4527,1439,400,251,176,357,244,913
3403,791,389,191,183,110,146,129
4143,1098,380,280,174,123,181,140
3577,1581,335,162,131,276,264,863
4277,1231,319,161,170,242,177,319
3983,1443,386,155,186,405,182,170
1964,798,380,188,172,418,165,181
4210,1262,390,200,108,428,145,266
3711,968,395,134,121,360,230,1434
4441,1035,374,205,167,364,158,666
4001,1031,389,344,185,172,111,857
2347,1396,357,127,121,440,155,628
3521,1434,476,174,150,425,141,598
3705,1124,360,228,151,162,313,1021
3771,1284,563,17,16,347,196,868
4428,1302,364,184,158,245,237,919
4839,1316,197,254,162,485,153,805
3597,493,401,290,155,202,213,930
4538,1628,395,222,180,652,80,0
2915,1436,377,192,149,319,88,414
3403,1315,386,365,171,685,161,427
3521,423,364,246,76,515,132,530
3324,1133,420,257,170,469,5,874
3208,1380,503,25,136,136,192,443
4206,1205,356,246,166,349,174,276
3893,1327,420,170,266,299,231,0
4190,282,402,157,178,383,140,575
4345,1194,433,192,187,321,214,1072
4133,1278,435,250,156,219,240,573
4329,751,410,215,198,196,126,742
3965,1116,398,214,141,260,185,562
3407,1003,378,218,142,288,449,735
4529,1389,362,223,203,319,208,820
3705,1287,395,194,164,243,136,540
1975,956,336,232,177,471,135,5
3911,966,370,330,99,354,197,263
3544,1171,455,233,161,387,231,577
3791,1283,405,243,158,286,231,1001
4172,1578,445,235,167,196,220,617
4174,339,276,238,167,388,184,689
3551,1408,391,223,214,511,174,363
3756,908,410,259,224,98,105,569
4537,1372,385,86,126,357,201,812
4248,1601,359,243,143,224,345,947
5038,1328,170,299,178,267,195,0
4590,1166,442,169,120,57,266,250
4572,1547,410,163,149,207,183,731
3306,1370,492,264,174,140,188,711
4382,1331,271,285,136,422,138,175
5180,1096,363,58,130,294,224,0
3725,1373,442,208,163,426,287,942
2460,1163,385,160,155,363,329,370
4473,1362,461,244,132,366,372,679
4250,1310,376,160,155,316,310,566
3561,1517,347,218,150,316,180,0
5729,1185,360,214,180,413,349,1422
3681,1270,363,283,122,381,244,996
4108,1460,358,258,125,241,217,918
3848,1253,371,174,143,349,246,92
3891,1296,443,137,142,238,220,385
4383,1219,674,242,179,269,189,0
3480,1267,205,167,155,357,206,819
4973,827,463,183,170,237,169,1634
3089,1667,376,147,193,315,118,208
3701,964,417,234,126,338,220,1104
4185,1047,317,168,194,266,256,733
6137,1272,426,198,151,372,182,526
3950,1310,300,199,81,256,177,47
3971,717,416,209,157,394,63,135
4205,1189,413,233,109,313,206,532
3884,1054,266,188,111,317,111,467
6150,1178,363,163,120,210,231,114
4420,808,427,107,148,277,156,1189
4436,1319,420,205,113,15,132,1215
1790,1435,390,192,188,402,207,26
3960,1059,434,164,184,268,265,823
2754,1589,395,203,228,402,268,580
3497,1188,583,120,148,224,254,1010
4180,1395,394,256,136,333,226,0
3731,1275,411,123,157,249,203,313
4328,1192,429,182,176,454,105,85
4861,1387,380,248,189,436,238,707
4860,1420,338,280,132,329,277,589
3552,1838,414,159,180,246,232,239
4110,1428,459,269,180,148,284,2048
4396,1425,415,132,239,338,222,167
3715,1529,416,257,193,321,189,331
4426,1406,398,186,206,386,220,1140
3385,1292,583,278,210,0,153,462
4726,1365,206,177,130,314,164,682
4007,1471,377,185,127,343,213,765
3702,1578,455,193,180,210,189,1012
3850,998,373,123,139,312,293,754
4404,922,444,299,174,227,189,137
3708,1570,455,226,233,217,200,344
1642,1141,428,249,162,247,212,369
3889,968,338,39,160,273,242,387
3412,950,401,137,172,424,121,721
4910,1082,390,224,115,268,275,992
3717,1476,375,150,112,215,243,162
2607,1141,407,220,147,381,226,473
4105,717,438,257,154,403,232,468
3508,1311,377,218,200,382,183,12
3997,1472,391,273,163,437,171,229
4392,1241,285,193,157,319,142,656
3906,1143,458,189,143,316,303,374
4597,1527,387,203,166,230,37,869
4511,1295,338,133,143,440,317,392
5619,1262,321,180,115,291,231,1982
3770,1418,418,184,255,270,217,340
3460,873,362,186,135,261,216,833
3693,1395,433,213,137,364,268,368
4098,1382,333,126,107,308,228,894
4273,1024,373,143,161,319,220,425
2914,912,333,257,201,268,136,1224
3996,1187,422,100,184,280,233,224
4079,1337,432,231,102,285,204,509
3861,1357,417,181,162,442,169,857
4646,1641,346,208,158,120,227,208
4211,1888,363,278,136,345,197,1041
4655,1020,412,193,133,409,220,1891
3892,1250,316,231,159,116,183,191
4469,1040,509,345,93,293,199,746
3540,1264,476,195,111,398,138,587
3326,1582,391,188,120,225,160,86
3454,2189,326,73,138,327,115,196
3873,1156,370,163,139,207,182,0
3827,1418,368,143,72,303,142,515
4245,1144,507,204,111,428,191,715
4343,328,483,210,167,470,207,766
3581,1053,437,109,165,326,219,807
2384,1392,383,199,176,172,103,626
2990,1454,648,139,166,269,160,421
4721,1644,343,231,147,119,222,572
3744,1368,454,110,121,271,218,789
4028,1569,446,296,120,396,220,1428
3845,1426,392,183,237,164,254,0
4573,1487,457,157,175,606,148,76
824,1520,378,186,166,218,152,30
3992,1397,337,228,121,479,173,116
3947,1515,449,245,161,340,179,0
3773,1160,396,186,169,385,252,498
4863,815,324,128,165,329,184,0
3556,1430,491,139,177,1,223,737
4386,1375,364,214,152,408,154,1220
4178,1125,393,249,142,304,248,182
4631,1048,478,256,152,247,151,522
3666,1326,433,208,180,206,169,566
3634,1443,365,400,173,476,175,1023
4548,2083,352,296,153,65,118,590
4213,1096,374,260,184,78,252,323
3228,1141,486,246,206,276,203,723
3730,1434,412,160,108,681,132,227
