monthly_income_after_tax_and_401k,rent,groceries,utilities,transportation,personal_care,healthcare_and_insurance,debt_payments,investments_and_savings,dining_and_going_out,other
4482,1455,432,197,232,229,499,247,39,277,535
4808,1534,409,117,0,85,369,204,348,397,132
3383,1482,400,185,326,163,536,278,240,146,419
3704,1427,451,147,263,92,479,403,477,139,261
3987,1358,444,178,248,92,659,271,336,0,252
4140,1262,495,170,161,33,498,326,573,142,416
3595,1275,409,151,357,110,808,0,550,209,296
4212,1417,279,152,180,28,453,24,271,264,338
3763,1108,421,170,220,43,817,448,839,141,284
2292,1289,513,117,250,52,390,310,570,147,351
4273,1151,451,225,290,61,318,313,351,155,68
4003,1072,463,212,228,100,138,329,70,225,84
3782,1443,405,185,358,84,488,457,302,124,567
3945,1727,446,180,254,89,533,435,364,89,423
3956,1148,360,145,375,91,339,198,446,182,221
2160,1170,383,101,181,129,443,420,488,206,267
3871,1312,375,134,290,123,517,438,513,190,360
4799,1155,423,162,195,0,494,129,388,192,408
4280,990,448,113,238,91,498,303,276,263,243
3852,1290,262,163,150,74,361,353,342,288,217
4348,1202,390,164,353,90,376,20,579,195,239
3833,1518,302,145,353,139,562,232,614,209,225
4587,187,394,169,342,128,361,228,379,338,198
4185,1408,484,123,322,111,615,235,1027,181,105
3946,1190,369,220,621,68,495,404,724,169,283
4224,1463,386,143,266,98,560,294,409,99,380
3215,1511,433,193,376,156,345,342,57,251,330
3437,845,450,64,249,95,371,309,219,300,300
3403,1258,448,145,296,124,463,547,508,152,522
4071,1312,402,157,312,132,489,400,428,124,451
4866,828,429,94,114,173,454,298,552,0,535
5116,1346,426,172,242,73,468,274,380,313,349
4319,1194,365,146,233,137,376,230,218,210,206
3201,1059,312,121,248,96,440,502,380,81,277
3099,1170,355,181,196,79,0,180,550,224,575
4832,1135,472,128,262,165,399,398,440,276,198
3606,1186,511,174,277,153,393,210,153,235,420
3690,1337,395,156,175,92,568,364,254,285,224
3916,1496,470,138,253,78,494,250,742,242,201
3764,1284,385,120,231,47,552,225,181,259,372
1882,2008,417,129,533,138,824,267,335,193,400
4374,1091,369,176,293,0,451,479,534,313,289
3464,1331,451,185,192,96,457,604,246,261,154
4120,1721,368,282,323,73,596,518,63,221,344
5037,982,355,149,246,142,424,254,473,137,292
3540,974,402,171,255,155,471,396,325,279,131
2735,2285,441,159,181,49,668,99,450,289,254
3857,1344,408,132,265,102,470,235,332,361,357
4550,1180,377,123,321,108,501,349,487,196,253
4979,1074,200,141,232,91,327,26,726,230,199
3385,1868,316,131,217,81,475,276,1043,523,397
4248,1980,377,154,318,147,489,279,66,54,295
3767,1328,392,198,187,84,471,196,347,265,445
3947,1072,428,158,270,159,545,218,321,236,359
5322,1233,342,194,147,80,487,0,495,167,516
3249,756,433,150,178,123,426,254,549,139,271
4127,1429,370,145,119,125,452,470,509,115,236
4234,1084,374,105,130,80,298,102,463,248,333
4543,1315,356,169,228,47,369,382,252,149,229
2958,1827,276,130,236,0,474,297,600,239,298
4154,1070,339,124,267,65,510,481,325,195,199
3804,1151,402,120,183,125,634,336,181,221,340
4135,1281,400,161,313,89,654,85,139,299,288
2650,712,315,133,234,141,792,461,358,240,263
4311,1015,375,199,273,117,491,0,556,233,309
3815,1362,565,184,8,204,621,96,247,160,150
4189,1265,342,134,250,103,597,259,497,238,183
3985,1511,454,79,309,60,539,86,293,198,391
4563,1252,364,154,79,94,582,195,313,289,304
3974,1235,306,141,252,199,462,147,174,188,251
3113,1159,552,177,191,88,360,330,521,94,128
4631,1231,547,150,366,157,583,176,315,134,352
3547,1058,327,255,153,130,474,197,441,413,218
3673,1271,373,165,412,72,505,436,391,192,172
3702,1106,486,112,347,118,514,267,367,202,126
6376,1058,433,128,259,133,594,178,407,185,276
2932,1172,456,249,142,115,434,210,486,221,379
5569,1390,343,145,216,0,354,339,543,124,321
4528,1328,461,142,301,103,525,342,270,242,239
4112,1434,329,172,258,127,619,367,263,167,337
3973,1115,330,165,168,91,361,380,714,0,310
4143,1297,442,137,333,74,518,333,385,218,269
4261,1640,333,170,243,73,528,361,478,220,425
4323,1580,476,115,271,110,680,252,269,183,441
4278,1045,337,171,325,90,553,188,685,106,271
4045,1098,351,176,316,81,390,436,292,159,224
3901,1639,458,158,331,37,542,388,341,173,626
3924,1390,369,166,302,154,733,272,425,71,171
3903,1262,440,170,200,91,930,234,727,160,0
4567,1240,344,181,247,27,332,529,473,283,666
4297,1345,521,172,351,140,170,210,258,123,226
2530,1348,437,186,149,202,396,323,356,257,373
4328,1193,358,103,165,120,684,570,276,159,316
4097,1267,451,36,33,110,505,259,116,156,366
3991,1186,382,149,243,54,407,225,394,186,522
3806,1334,406,155,124,39,525,84,213,223,405
4562,1152,350,177,302,28,522,339,507,167,118
4474,1680,361,154,284,95,544,366,357,161,504
3614,1595,358,226,448,70,390,234,428,304,237
4204,1286,552,274,265,85,524,925,328,209,259
3514,1639,477,105,409,143,459,328,511,95,317
5141,914,456,197,324,116,427,317,626,42,232
5095,1010,423,147,109,100,627,339,636,308,157
4431,1393,367,194,252,106,635,241,409,269,371
4477,1802,358,124,245,79,527,202,584,213,257
4257,1068,352,123,243,86,447,0,699,28,106
4363,1527,507,143,185,59,741,245,523,199,364
4258,1126,414,66,310,61,151,356,419,207,151
1986,1978,431,242,224,153,923,528,468,216,156
4216,1286,401,126,338,141,658,362,278,278,373
4400,1086,428,161,327,101,654,431,235,271,177
4377,1166,447,193,232,129,415,236,381,215,425
4594,1574,381,200,205,116,498,229,407,216,396
4354,1240,455,141,208,105,627,0,365,263,155
4176,1494,351,118,252,111,356,254,431,244,202
4535,1580,429,142,274,60,231,196,0,194,212
2787,1284,402,201,216,86,454,346,48,0,267
3559,1255,409,181,219,80,286,373,928,252,378
3918,1219,490,162,271,55,553,0,154,284,398
3628,1370,462,220,156,117,520,275,330,180,301
3662,1601,370,177,268,121,509,424,372,117,310
3928,1055,469,218,248,24,388,332,1065,461,247
3604,581,470,81,268,100,616,231,328,271,367
3846,1335,423,91,115,90,539,247,517,136,289
3053,939,384,119,233,81,545,278,173,236,162
4107,1123,518,152,0,51,595,329,336,166,0
4001,1163,300,145,209,102,559,306,832,226,242
3591,1453,427,191,181,101,46,339,517,305,209
4330,1488,513,132,180,89,551,372,632,235,312
4469,925,351,42,176,124,509,287,86,153,495
3196,786,428,131,424,123,507,196,531,160,280
5592,1402,379,173,61,44,560,140,352,349,352
3615,1416,411,124,340,57,399,224,434,296,222
3530,1331,423,143,307,0,246,322,488,167,476
4415,1490,480,104,302,92,466,162,558,192,334
3903,1534,410,203,291,149,88,407,341,174,404
3868,973,373,316,406,99,461,195,408,214,387
2998,1290,396,203,282,131,676,289,448,259,349
4318,1249,371,170,116,92,839,448,539,239,241
3380,1185,494,163,237,128,489,282,464,253,245
4030,1209,419,131,470,98,492,191,0,438,266
4139,1337,429,156,145,92,557,0,489,209,434
4680,1041,468,155,282,104,612,341,682,264,508
3346,1434,358,151,94,66,441,331,206,314,250
2490,1226,329,174,258,85,522,148,694,39,280
4092,1475,528,122,126,118,523,311,341,235,185
3550,1176,329,227,237,125,353,246,284,291,325
4619,1165,379,199,308,73,589,221,0,49,433
4105,1111,291,126,201,152,408,304,389,302,266
3754,1177,332,153,161,154,728,399,397,366,661
4404,1140,461,132,224,72,468,4,416,214,398
3513,1387,260,169,296,86,395,171,135,241,361
4238,1509,312,147,273,99,415,271,483,127,436
4253,1378,398,94,245,136,548,283,628,354,288
4530,1285,397,122,187,117,381,370,160,221,570
5380,1397,411,190,449,91,592,283,432,8,4
4196,1293,579,143,302,62,405,323,233,272,216
3746,1306,453,143,240,41,578,0,224,132,493
2141,1239,493,170,268,109,542,272,538,162,323
3115,1467,420,178,223,155,394,351,698,222,445
3653,787,560,147,165,201,404,593,395,202,286
3795,873,321,85,400,112,557,267,522,225,469
3738,1505,494,126,309,106,604,316,33,234,167
4076,1261,429,86,271,51,503,0,246,482,338
1643,1483,381,108,238,147,613,452,202,99,155
4561,1178,493,152,357,76,872,344,571,0,295
4000,1635,335,151,190,76,181,435,585,213,293
3995,1273,386,188,300,114,631,35,553,183,353
3836,1390,445,149,253,78,567,63,466,106,345
4078,1211,360,124,230,61,416,257,199,230,293
4413,1121,397,186,229,129,441,219,252,129,347
5431,1448,365,203,348,104,613,553,774,73,329
3671,1457,398,177,110,129,650,268,0,0,309
3848,811,365,148,375,89,247,326,539,244,301
3327,1319,404,141,327,0,466,233,377,146,0
3590,1072,384,114,253,108,655,322,574,61,364
3762,2126,466,126,388,111,570,337,991,8,447
3370,1321,419,137,249,81,559,304,467,290,348
4131,1441,437,110,286,77,561,154,444,0,313
4097,619,407,140,343,127,347,389,396,97,459
4425,439,378,142,286,110,442,362,351,80,308
3931,1498,417,188,537,108,497,281,463,147,325
4195,1390,410,101,252,41,465,119,356,202,564
3948,1264,279,155,0,174,566,330,707,344,208
4133,1387,402,109,125,111,519,247,192,219,333
3709,1464,434,176,333,90,560,245,205,208,68
2781,1432,364,135,285,117,482,292,377,275,315
3933,550,443,215,312,79,634,446,215,190,272
4711,1002,418,188,311,110,524,315,595,246,272
4463,1447,483,142,296,54,253,289,463,203,318
4483,1161,427,134,315,127,570,248,544,214,244
4618,1090,382,129,186,77,578,303,289,213,275
2394,1374,414,134,292,113,511,300,155,123,766
4099,1084,387,44,284,137,352,360,455,194,68
3691,1204,427,125,349,130,600,247,471,153,336
3842,1470,467,174,0,113,343,219,599,137,184
4308,997,378,150,429,125,369,256,408,230,345
4602,1026,445,138,314,145,513,291,466,452,331
3930,978,385,30,269,104,459,298,558,153,338
3775,1128,385,171,0,129,511,299,381,252,386
4000,1317,380,154,0,65,650,484,380,366,230
4301,1176,316,163,276,78,545,538,218,267,334
3278,2080,425,128,375,219,429,368,443,584,649
2852,1391,414,97,364,93,590,427,258,236,431
3725,1296,408,134,296,84,365,398,561,422,308
3390,1553,478,146,305,91,441,294,902,0,255
3746,443,483,185,265,79,499,284,208,215,127
3926,1473,465,107,174,95,445,424,294,127,397
3773,1831,388,213,191,69,573,289,418,182,11
4726,1209,386,155,322,83,508,387,206,133,141
4163,1422,349,206,303,102,533,297,73,263,267
4150,1217,403,126,204,64,516,60,347,160,324
4311,1336,599,34,193,99,597,642,0,198,152
3431,1280,557,148,299,48,405,397,709,341,333
4520,1361,347,150,227,130,339,267,330,174,365
3962,1199,381,169,191,124,578,184,612,172,286
4335,1485,315,130,276,76,432,452,598,131,429
3464,891,364,83,73,196,805,285,607,178,0
3223,1428,445,228,167,96,518,266,273,13,298
4409,922,345,199,225,143,526,345,355,375,254
4188,1149,487,96,305,172,613,574,554,75,307
4669,1404,450,214,368,112,514,348,373,257,446
2560,897,425,123,272,123,506,318,321,198,276
4563,1333,467,117,212,148,436,307,582,7,451
3405,1026,394,141,188,129,654,805,373,274,334
4821,1106,363,156,250,114,616,353,561,232,0
3550,490,395,139,247,97,327,386,453,192,120
5371,1031,314,168,88,66,643,330,356,423,256
3836,954,460,137,123,92,444,354,0,190,340
4302,1714,383,131,0,93,609,272,359,173,441
3728,1264,362,122,251,101,541,317,514,206,414
3919,1053,368,188,329,0,599,231,286,204,274
4020,1188,401,162,318,186,592,249,187,139,417
3499,1993,406,228,154,92,547,349,437,256,418
4370,1224,521,199,181,58,572,230,296,140,227
3743,1047,392,110,152,112,418,313,187,177,336
3886,1120,427,232,257,128,816,263,608,264,119
3503,1537,345,155,319,28,431,188,423,281,406
2719,1019,411,90,335,63,541,323,500,271,411
3904,901,384,31,199,97,510,378,277,73,82
5206,1222,300,112,454,122,541,168,0,186,454
4392,914,346,159,194,121,396,361,514,113,303
3990,1118,360,99,252,99,503,188,344,122,303
3869,1050,681,109,202,112,419,436,62,152,408
2095,1051,423,142,208,81,334,357,347,178,337
4274,1987,414,33,151,122,457,168,387,158,278
3410,1901,376,133,25,88,680,385,503,2,538
4557,1139,374,138,221,77,446,239,404,219,789
4358,1281,341,107,275,129,544,203,326,399,213
4359,1129,384,163,8,104,553,372,297,292,407
4219,1380,469,0,138,102,589,421,560,193,463
4010,1004,334,145,81,116,519,348,567,58,325
4336,1333,371,203,244,98,587,263,183,98,429
4296,1348,446,139,163,72,550,17,481,73,269
3823,1767,446,108,216,200,660,242,192,180,307
3713,949,364,147,162,55,418,283,542,319,177
4051,1831,458,141,133,135,599,341,120,237,262
4775,1451,378,156,338,67,536,157,562,211,264
3380,1665,343,155,284,158,450,0,484,118,228
3266,2232,475,179,248,76,498,159,150,0,26
4082,1111,405,135,317,118,678,173,440,178,276
4025,1432,219,125,251,156,205,681,583,220,329
4087,1167,567,126,222,108,595,481,609,238,423
4122,1282,352,130,374,90,529,201,201,165,356
3888,1065,202,159,379,101,945,270,310,221,245
4745,1164,472,108,174,74,487,241,279,338,578
3200,1479,493,122,270,39,606,323,0,295,394
3586,1813,344,254,261,118,470,317,522,268,141
3948,1505,381,186,315,39,525,201,425,379,445
3178,1020,400,123,171,59,60,129,220,347,172
3912,926,410,271,346,102,404,280,471,314,0
4831,1520,352,144,181,80,505,410,618,122,474
5919,1506,433,165,240,115,491,293,340,111,155
4115,1342,436,152,165,148,340,265,411,0,333
3370,1384,443,59,210,92,526,473,73,264,214
4918,1473,438,337,172,82,518,375,311,426,270
3812,1336,575,238,178,153,410,127,415,234,343
3841,1407,450,142,308,121,603,272,362,120,64
4641,1463,427,122,247,128,506,322,648,272,369
4279,1281,502,157,400,125,644,193,238,178,406
3444,1231,326,168,234,93,579,271,166,184,399
4123,1376,415,190,191,89,307,302,704,92,462
4249,1753,571,83,211,71,336,278,523,188,376
4570,1130,422,138,238,122,362,179,472,193,393
4790,1214,288,135,273,112,526,683,320,93,284
3492,949,347,126,220,27,563,327,281,86,186
3595,2021,403,105,153,44,120,214,399,277,289
3371,1194,328,143,320,128,539,388,196,224,292
3883,240,422,171,341,86,638,292,426,131,271
4233,1287,405,113,218,37,442,399,673,226,252
4494,1599,430,153,361,61,361,290,505,202,417
3962,1230,411,163,212,85,735,152,166,403,299
2293,1248,459,199,328,78,522,193,432,0,299
4076,1591,411,169,179,100,380,414,376,220,249
3582,1919,398,147,428,114,449,403,462,360,339
5045,1058,348,159,118,97,36,167,281,267,204
3196,1438,461,173,167,86,394,439,269,216,208
4092,1525,353,154,415,104,907,403,183,328,381
5012,1260,519,174,122,105,528,237,69,295,0
4003,1326,440,140,231,138,327,292,619,321,0
3905,1038,489,88,210,9,544,80,700,147,333
3821,1126,411,135,252,97,460,474,439,244,234
3910,1233,328,129,269,149,534,279,556,205,162
4686,1315,401,136,232,63,643,331,267,316,435
939,1176,372,121,306,89,578,288,349,303,286
4767,1226,538,274,356,73,499,314,391,326,223
3288,1275,339,103,206,62,464,203,329,397,196
5363,1100,546,137,116,107,408,332,513,108,60
3785,1246,481,160,199,250,71,468,463,133,385
4294,1531,371,150,272,163,415,344,492,231,568
3201,1181,432,149,262,99,577,303,660,325,270
4231,1120,330,146,316,115,474,226,239,216,342
5012,1717,430,224,390,116,330,264,226,185,237
3318,1345,416,120,266,94,439,169,375,29,321
4095,1145,443,136,220,138,620,155,423,219,190
3669,1429,380,259,195,95,466,293,559,251,466
4213,1351,408,164,236,133,355,355,432,290,698
4010,1186,424,178,314,89,531,214,270,159,127
3679,1290,376,146,205,65,517,216,113,121,879
2850,1242,470,172,295,67,433,244,352,20,145
4902,1498,407,153,169,51,532,291,174,110,558
3905,854,417,148,249,138,529,106,264,241,391
4360,871,358,174,134,138,711,269,465,208,188
4837,1681,317,107,207,79,632,363,589,110,314
3522,1242,333,163,361,68,526,357,0,168,229
4236,1644,268,129,105,77,493,233,602,317,250
4742,1443,360,181,240,105,513,235,301,195,400
4178,1350,436,130,270,72,522,422,199,146,202
2053,1281,483,141,289,116,541,432,607,160,392
4000,1852,439,103,274,91,494,363,403,213,119
3375,1246,421,161,267,133,648,213,453,337,227
4302,1166,433,137,175,120,399,387,97,121,284
4441,1184,455,134,139,66,583,272,326,307,254
2297,1300,416,151,305,62,449,173,357,475,284
3765,1300,433,100,152,106,503,236,551,297,134
4133,1501,372,129,561,95,614,278,342,113,211
1998,1452,351,144,326,138,562,409,284,581,57
3967,1452,375,194,173,112,828,220,230,334,182
5050,1254,384,156,201,86,491,203,393,538,339
3876,1435,382,162,238,150,385,252,407,200,450
3821,1456,457,152,4,87,634,288,518,426,304
2245,1284,264,252,182,60,512,367,254,145,176
4372,1356,389,177,210,94,550,357,284,127,177
3909,1456,437,89,192,76,636,75,597,267,343
3675,1342,435,49,286,130,469,264,549,7,484
4661,1361,359,183,256,66,608,312,550,236,346
4710,1581,487,106,142,53,431,213,0,69,398
3700,1344,213,153,380,92,386,222,254,0,283
4319,1178,383,134,228,52,1029,362,434,109,225
4504,1031,385,124,50,113,454,368,415,492,176
3658,1323,384,190,211,136,311,282,303,232,395
4395,1234,468,130,543,103,359,340,505,191,389
3015,1462,401,130,182,94,708,346,416,230,327
4446,1616,416,123,148,156,528,190,465,309,320
3394,1094,444,117,225,136,589,0,352,269,441
4365,1123,368,134,358,225,372,616,285,220,363
4007,1295,392,57,292,40,607,231,498,234,257
4850,1594,484,114,515,79,372,240,459,311,277
3796,1256,419,149,207,94,476,290,231,393,252
4343,1193,345,74,189,114,139,291,947,217,326
2975,1098,357,153,211,127,502,44,0,198,242
4292,1465,445,179,289,69,519,310,282,152,0
4988,1315,344,134,327,117,422,275,0,185,263
3218,1666,376,161,229,65,478,323,326,124,202
4809,1372,410,237,145,121,392,236,715,280,399
4052,1558,531,221,323,67,640,236,626,167,157
2053,1154,474,179,145,137,488,261,472,216,212
3335,1152,277,124,288,192,395,147,551,278,420
3905,1744,260,189,357,88,677,258,314,304,216
4461,1178,386,222,106,109,453,411,308,204,382
3936,1110,466,61,418,80,576,398,480,193,313
4756,1066,388,165,252,101,449,0,85,253,272
3274,1683,390,180,171,70,508,249,257,531,0
2846,1245,400,116,616,109,568,252,478,114,340
3374,1381,367,95,162,92,479,286,0,324,144
4182,1330,370,155,351,94,169,244,329,218,267
4443,1879,393,125,186,99,615,374,421,547,409
3790,1241,482,143,355,73,406,235,313,227,0
886,1469,375,81,188,162,329,386,577,239,202
4099,1055,366,47,73,94,458,593,558,188,431
4218,1435,380,167,261,133,590,133,225,252,164
4202,1587,400,146,301,65,449,120,232,251,158
3197,1358,490,131,172,32,617,246,675,264,389
3464,1567,362,129,369,108,559,219,354,97,89
4340,1026,525,202,606,27,565,215,547,109,464
4596,934,265,218,70,136,773,398,291,209,295
3111,1349,350,182,274,128,436,227,324,170,337
4160,1183,373,142,251,8,137,103,349,293,486
3748,1476,303,117,299,117,270,356,473,378,310
3959,1238,405,232,314,81,499,434,434,267,250
4174,1329,453,164,0,82,510,345,170,75,368
3756,1316,402,163,376,107,469,233,283,86,301
3662,1323,440,132,339,107,461,317,305,1,378
4017,1191,421,171,172,84,612,220,390,227,319
3456,1027,274,144,359,105,407,203,474,420,0
3457,1256,351,118,607,134,480,615,386,273,333
4340,1040,444,140,121,151,653,294,185,224,122
3426,1178,494,225,302,120,486,280,0,194,403
6098,1177,707,196,319,59,588,467,338,140,294
4231,1332,471,103,277,50,446,304,586,344,111
3137,1065,409,113,338,109,614,396,372,251,733
3661,1501,352,137,265,98,680,826,318,134,361
4597,1084,359,122,287,103,35,253,317,211,373
3509,1242,391,267,107,103,501,315,494,265,414
3768,1808,493,135,201,129,655,382,222,426,120
6185,1071,373,154,345,116,385,312,0,194,0
4392,1594,409,155,497,114,565,272,354,117,231
3874,1324,250,109,246,142,553,534,488,211,448
3701,1352,236,144,165,127,501,420,403,237,413
4711,1138,347,126,200,105,340,90,398,188,376
4869,1460,498,184,275,132,527,436,486,202,313
4489,1907,452,194,484,92,512,460,253,212,324
4043,1070,452,135,114,93,416,420,502,291,6
3596,1591,353,123,0,139,494,375,521,254,322
3585,1223,473,149,355,93,561,455,623,148,397
4261,449,359,145,564,112,585,388,1322,301,259
4209,1246,405,194,499,111,572,358,482,296,560
4701,1462,435,149,275,105,334,313,540,137,459
4325,1430,442,190,202,154,496,193,308,77,0
3248,1172,425,196,354,96,421,163,492,35,334
2676,1105,390,139,0,36,354,377,333,246,0
3501,1027,308,145,158,68,822,376,183,277,248
3808,1712,404,45,284,99,457,296,574,170,346
4125,1330,292,113,119,93,404,214,481,198,109
